"31","?????????? ???????? ???????","-1"
"32","jburgundi ??? ?????? ???? ??? ?? ????? ????? ?????","-1"
"33","???? ?? ????????? ??? ?????? ?? ???????? ???? ??? ??? ??? ?????? ???? ???? ??? ???? ?????? ???? ? ??","-1"
"34","???? ?? ????? ? ???? ?? ?? ????? ?? ????? ???? ????? ???????","-1"
"35","rt glagolati ?? ???? ?? ????????? ???? ????? ???? ??? ??? ?? ??????? ??????? ? ??? ????? ?? ?????? ???????? http t co","-1"
"36","??? ?? ?? ???? ????? ???????????? ??? ????? ?? ???? ? ?? ?????????? ??? ???? ?????","-1"
"37","??????? ?? ????? ?? ????? ????? ????? ?? ?????","1"
"38","rt queenmarple ??????????????? ???? ????? ?? ??????? ?? ?????? ??????? ?? ???? ????? ??????? ?? ??? ???????","-1"
"39","zenskiprikazni ?? ???????? ?? ?? ????? ?????? ?? ?????????? ??????","1"
"40","????? ????? ????? ????? ?? ??? ????? ?????????","-1"
"41","cinnamongiraffe ??? ? ??? ??? ???? ???? ??? ????? ????????? ?? ???? ?? ??? ????? ??? ??","-1"
"42","rt ????? ??? ???? ?? ?? ??? ?????? ??????","-1"
"43","rt domesecinata ??? ???? ???? ?? ?? ???????? ??? ?? ?? ???? ????? ???? ??? ???? ?????? ?? ??? ??? ?? ???????????? ???? ?????? ?? ???????","-1"
"44","rt irenaxxxx ?? ????? ??? ? ????? ????? ??????? ????? ?? ?????? ?? ????? ??? ?? ?? ????","-1"
"45","bobbymageroski ?? ?? ?? ??? ???????? ??? ?????????","-1"
"46","??? ?? ????? ?? ?? ????","-1"
"47","?? ?? ?????? ???? ?? ???? ??? ???? ??? ? ?? ??? ???? ?? ????? ?? ?? ?? ????????????? ???????? ??????????? ?? ??????? ???? ????????","-1"
"48","rt anafiljana ????? ???? ??????? ?? ???? ? ?? ???????? ???? ? ????? ???????? ? ?? ??????? ???? ????????","1"
"49","?a?a ?a??a ?ao ??a?a ?? ???a ?a?a ?a??o??????","-1"
"50","rt ????? ?? ????? ???????????? ??????? ?? ?? ????? ?? ?? ?????? ? ????????","-1"
"51","mikimladenov ???? ?????? ??? ?? ????? taskabalabanova","1"
"52","missdimoski ?? ??? ?????? ??????? ?? ??? ????","1"
"53","??? ?? ?????? ? ??????? ??????? ?? ? ? ??? ?? ???? ???? ?? ???? ?? ????? ? ?? ?? ?? ???? ??????","-1"
"54","?? ???? ? ?? ?? ???? ? ??? ? ????? ? ??? ? ?????","1"
"55","????? ???? ???????? ?? ???? ??????? ???????? kafepauza mk medijateka dok","-1"
"56","?? ? ????? ????? ? ?????????????????","-1"
"57","?? ?? ????? ?????? ????? ??????? ???????","1"
"58","???? ?????? ???? ?? ???? ??????? ? ????? ???????? ??? ???????? ?? ??????????? ???? ??????????","-1"
"59","??????? ?????????? ??????? ?? ????? ?????","1"
"60","androidmkd ???????? ?? ?????????? ?????","-1"
"61","rt ????????? ???? ????? ?? ????? ??????","-1"
"62","?? ??? ?????","1"
"63","???????? ?? ???","-1"
"64","???? ?? ???????? ?? ?? ????? ????? ??????? ????? ????? ????????? ????? ??? ?? ??????? ???? ? ?? ? ??????? ??????? ???","1"
"65","???? ???? ??? ?? ? ???????? ??????????? ??????? ??? ????? ???????? ???? ? ???? ????? ?? ????? ??? ?? ??? ??????","-1"
"66","?? ?????? ?????? ?? ?? ?????? ?????? ?? ????????? ? ?????? ???? ???? ???? ???? ?????? ?????????","1"
"67","?????? ?? ??? ?? ???? ?? ?? ?????????? ? ???? ???? ?? ????? ????? ???????","-1"
"68","????? ???????? ???????? ?? ???? ?? ???????????? fb me","1"
"69","????? ?????? ? ?????","1"
"70","palikukja ???? ?? ????????","1"
"71","?????? ???? ????? ???? ?????? ??? ??????? ?????? ?? ?? ????????? ?? ????? ???? ?????","-1"
"72","?? ?? ???? ?? ?? ?????","-1"
"73","????? ?? ???? ???? ????? ?? ? ????? ?? ?","-1"
"74","rt ??? ? ???? ?? ?? ????????? ????? ???? ????? ???? ????? ??????? ?? ???","1"
"75","?? ??? ?? ????? ? ??? ??????????? ??? ?? ?? ???????? ??????? ????? ??????????? ?? ?????? ?? ????? ?? ????????? ?? ??? ?????","-1"
"76","androidmkd ?????? ? ????????? ?? ???? ????? ???? ?????? ????? ?? ? ??????? ????? ????? ?? ????? ?????? ? ?? ?? ???? ???????","1"
"77","arheoblog ????? ??????? ??????????","1"
"78","????? ?? ?? ?????????? ????????? ?????? ??? ??????? dlvr it","-1"
"79","????? ?? ??????????? ? ???? ?? ?? ? ???? ??? ?? ?????","-1"
"80","rt ?? ?? ?? ?? ??? ?? ????","-1"
"81","????? ?? ?? ???????? ????? ?? ???????","1"
"82","???????? ?? ???? ? ?? ????? ???????? dlvr it","1"
"83","rt bazelazevski ????? ? ?? ??? ?????? ?????? ??????? ????? ???? ???? ?? ???????? ?? ?????????? ?????? ???? ????? siteltv http","-1"
"84","?????? ???????? ? ???? ????????? ???????","1"
"85","??? ????? ?? ???? ?? ?????? ???? ?? ?????? ? ?????? ?? ?? ? ????? ?? ??? ????? ???? ? ?? ??? ?? ????? ????","-1"
"86","?? ???????? ?????? ?????? ?? ????? ???????? ???? ?????? ?? ???? ? ? ???? ?? ????? ???? ???????","-1"
"87","?? ?????? ???? ???? ?? ??????? ? ??? ?? ?????? ?? ???? ?? ????? ? ????? ?????","1"
"88","vlatkovasilj ?? ????? ??????? ?? ????? ?????? ??? ??????? ? ???????? ????? ???????? ?? ??????? ?? ??? ??? ????????????","-1"
"89","????? ?????? ?? ????? ?? ???? ????? ???? ???? ??????? ? ???????","-1"
"90","????? ?? ??? ????? ????","1"
"91","??? ????? ?? ???? ?? ????? ???? ?? ? ?????","1"
"92","???? ???? ?? ??? kalimero mk premiera na do","-1"
"93","? ???? ?? ? ?????? ???????????? ??? ???????? ?? ???????? ? ?? ????????","-1"
"94","rt ????? ?? ???????? ??? ??????? ?? ??????? ?????? ??? ?????","-1"
"95","???? ??????????????? ???????? ?? ?????? ?????? ? ????? ???????? ?? ????? ?????? ??????","1"
"96","?????? ???? ??? ???????? ?? ????","-1"
"97","????? ??????? ??? ?? ???? ?? ????????? ?????????? ?? ????? ???????? ??? ?? ????? ?? ???? ??? ??????????? ??? ?????? ? ??? ????","-1"
"98","???????????? ?? ???? ?? ?? ? ????? ???????? ?? ???? ??? ??e???? ?? ?????? ??????? ????? ??? ???? ??? ??????? ?? ?????? ??? ????","-1"
"99","nosoytumadree ???? ?????? ?????? d","-1"
"100","??? ? ??? ????? ??? ??????? ?? ??????? ????","-1"
"101","rt ??? ?? ???? ???????? ?? ??? ?? ????? ?? ?????? ? ??????? ?? ?","1"
"102","rnixn ????? ???","-1"
"103","podzemnavoda ?? ????????? ??? ??? ?? ???? ?? ????????? ???? ?????? ? ???? ????? ?????? ??? ????????? ??? ?? ???????? ???? ????","-1"
"104","?? ?? ???????? ? ?? ?? ??????? ????? ?? ?? ?? ?? ??????","-1"
"105","?? ?? ?? ????? ???????? ?? ????? ?? ?? ? ???? ?????","-1"
"106","??????? ?? ??? ? ???? ??? ??? ?????? ?? ????? ????? ?? ???????? ??????","-1"
"107","????? ?? ?? ??????? ???? ?? ???????? ?? ??????? ?? ??????? ? ????? ?? ??? ????? ? ?? ?? ????? ?? ?????? ?????","-1"
"108","helicobacterr ???? ????????? ?? ????? ??????? ???? ? ????? ??????????","1"
"109","???? ???? ???? ? ?? ????? ???? ???? ?? ????? ? ?????? ???","1"
"110","????? ??? ???? ? ?????? ????? ?? ??????","1"
"111","???? ?? ???? ?? ??????????","1"
"112","???? ??????? ?????? ???? ?? ?? ????? ????? ?? ???????? ?? ?????? ???? ?????????? ?????? fb me","1"
"113","rt arheoblog ?? ???? ?? ???? ?? ????? ?????? ?? ?? ????? ????? ????? ?? ?? ????????????? ?? ?????????? ???? ??? ????? ???? ???? http","-1"
"114","?? ?? ?? ???? ????? ???? ????? ?? ? ???????? ?????? ?? ?????? ??? ? ?? ??? ???????? ?????? ?? ???? ??????? ??? ?? ? ????????","-1"
"115","?? ????? ? ????? ????? ?? ?????????? ??? ?? ??? ???? ????? ?? ?????????? ????? ??????? ???? ?? ??? ??? ???????? ???","-1"
"116","rt kafepauza ?????????? ?????????????? ? ????????????? ??????? ??? ???????? kafepauza mk zivot najubavi http t co","1"
"117","? ????? ??????? ?? ????? ????????? ??????? ??? ?? ??????? ? ?? ???? ?? ????? ???? ???? ?????? ? ?? ????? ?? ??????? ?","1"
"118","?? ??? ??????? ???? ???????? ?? ?? ?????? ????????? ?? ?? ???????? ????????? ??? ????? ?? ?? ???? ??? ?? ????","-1"
"119","????? ??? ?? ?? ??????? ???","-1"
"120","?????? ?? ???? ?????????? ?? ?????????? ?? ?????????????? ?? ??????????????? fb me","-1"
"121","??????? ????? ?? ?? ???????? ?? ????????? ??? ?? ??? ??? ?? ?????? ???? ?? ?????? ??? ???","-1"
"122","???? ????? ????? ?? ?? ????? ??????? ??????? podzemnavoda cudesnata therealpsmst","1"
"123","???? ???? ?? ? ???? ?????? ???? ?? ????? ???? ??? ?????? ????????","-1"
"124","?? ??? ?? ???? ?????? ??? skraci malototrkalce","-1"
"125","??????? ????? ???? ?????? ???? ???? likes this","1"
"126","????? ??????? ?? ???? ??? ?????","1"
"127","????? ???? ?? ??????? ????? ? ???? ??????? ?? ?????? ??? ?? ????? ??????? ???? ???????? ?? ??????? ?? ????? ??????","-1"
"128","razvigor ?? ???? ??????? ???????? ?? ? ?? ?????? ??? ?????? ?? ????? ??????? ?? ?? ????? ????? ?? ?? ???????? ????? ???????????","1"
"129","minomkd ?? ????? ?? ????? dackua jovanowsky","-1"
"130","???????? ????? ??? ??????? ??? ???? ?? ? ?????? ?????????? ????? ?????","1"
"131","? ??????????? ?????????? ????? ???? ?????? ??? ?? ?????? ????????","-1"
"132","????? ????????? ?????? ? ? ???? skhornet","-1"
"133","ivocmon ? ??????? ? ????? ? ???????? ?? ??? ????","1"
"134","?? ???? ?? ????? ? ?? ??????? ?? ?? ???","-1"
"135","? ??????? ?? ?????? ??? ???? ??? ?????????? ???????? ?? ???? ????? ?????","-1"
"136","rt mamaleonne ???? ?????? ???? ?????? ?????? ???? ?? ???????? ???????? ???? ??????? ?? ???????????","-1"
"137","?????? ?? ??? ???? ???????? somethings gotta give","-1"
"138","??? ???? ???? ?? ?? ???????? ??? ?? ?? ???? ????? ???? ??? ???? ?????? ?? ??? ??? ?? ???????????? ???? ?????? ?? ??????? ???????? ? ?????","-1"
"139","rt kalugjerka ??????? ?????? ??????? ?? ???????","1"
"140","?????? ?????? ?????? ?? ???????? ?? ?? ????????????","1"
"141","rnixn ??? ?? ???? ?? ?? ????","-1"
"142","rt ?? ???? ??? ?? ?? ?????? http t co","-1"
"143","rt lepotansmotan ??????? ?? ? ??? ??? ???? ????????? ???????? ? ??????? ?? ?? ????? ? ?? ????? ? ????? ?????? ??? ??????? ?? ?? ???? ?? ?","-1"
"144","?????? ???? ? ??? ????????","1"
"145","?? ????? ???? ??? ?? ?????? ???? ?? ????? ??? ????? ???? ?? ? ??????? ?????????","-1"
"146","rt ???? ???? ?? ? ????? ?? ????? ???? ? ????? ???? ? ?? ?? ???????","-1"
"147","?????? ?? ???? ?? ???? ?? ???? ????? ? ?????? ?? ?? ???????","-1"
"148","???????? ?? androidmkd ?? ???? ?????? ?? ??????? ??????????","-1"
"149","?????????? ?????????? ????? ????????? ?? ??????? ???????? ?? ??????? ??????????? ?? ?????? ????? ?? ??????? ???? dlvr it","1"
"150","?? ??? ??? ???? ?? ?? ??????? ?? ???? ??????? ?? ?? ? ?????? ? ??????? ????????? ???? ?? ???? ?? ????? ???????? ? ???????","-1"
"151","??? ???? ???? ????? ?? ? ????? ? ??????? ??? ??? ?? ?","-1"
"152","?????? ? ?? ?????????? ? ?? ???????? ????? ?? ???? ?????? ?? ?????? ?? ? ?????? ???????? ?? ???????????","1"
"153","?o ??????o? ?a???a?a ???? ?o? ?? ?o?????aa? ????????a?a ?a ?a??o?????? ?a???? ?o ?? ???a ??????","-1"
"154","tikemikazes ????? ?? ??? ?? ???????? ????? ?? ???????? ?? ?????? ?? ???????? ?? ????????? ?? ?? ??? ????","1"
"155","??????????? ????????? ???? ???? ?? ???? ????? ???? ???????? ???????????????","-1"
"156","????? ? ??????? ??????????? ?? ?????????? ??? ??? ?? ?????? ????? ???? ? ????","1"
"157","ratkonakratko ????? ???????? ????? ???? ? ??????? ???? ?? ?? ?????????? ???????? ??? ???? ????? ??????? ?? ?? ?? ????? ?? ????????? ?? ??","-1"
"158","??? ?? ?? ?????? ?? ? ???? ????? ???? ??????? ?? ?? ?? ????","-1"
"159","??? ?? ???????? ??? ??? ????????? ???? ?? ??????? ?? ?????? ??????? ???????? ?? ??? ????","1"
"160","?????? ? ???? ??????? ?? ???? ???? ?? ?? ?? ?? ???? ??? ????????? ???? ? ?? ????? ???? ???? ???? ?? ?? ?????","-1"
"161","lidemagde ?? ???????? ??????? ?????? ?? ????? ?? ????? ?? ???????? ? ???????????","-1"
"162","ma ?? ?? ????? ????? ?? ?? ???? ??? ????? ?? ?????? ?????","-1"
"163","rt schteck ???? ?????????? ?? ????????? ?????? ???? ?????????? ?? ?? ????? ?? ??????? mk tezhok inciden","-1"
"164","????? ? ???? ??? ?? ?? ??????? ????","1"
"165","???????????? ????????????? ?? ??????????? ???? ?? ???????? bit ly ???????","1"
"166","??????? ????? ??? ???? ????? ??????? ????????","1"
"167","?? ?? ?????????? ?? ?????????? ??????? ???????","1"
"168","rt ???? ??? ???? ????? ???????? ??? ???? ??? ????? ??????? ??????????? ?? ???????","1"
"169","khayteeb jocoska oxheta ??? ??? ????? ?? ??????? ??? ??????? ???? ??????? ?? ?? ???? ????? ??? ????? ?? ??","1"
"170","?????? ??????? ??? ?????? ?? ???????? ???? ?? ???? ??????? ?? ???????? ???????? ??????? fb me","1"
"171","rt vselenska ?????? ??? ???? ????? ????? ????? ??? ?? ????? ?? ?? ????? ? ???????????? ????? ?? ??? ?? ??????? ? ???????????","1"
"172","rt krojanbojan ????? ?? ????????? ? ???? ??? ????? ?????? ?? ? ????? ?? ?? ?????","-1"
"173","??????? ? ???? ???? ?????????? ???????????","-1"
"174","??a?a???o ? ??o ?????? ??? ????o??? ?o???? ?a?a ?a ? ????a ?a?o ???a ? ?a??o","-1"
"175","??????? ?? ??????? ?????????? ?? ?????????? ?? ?????????? ??????? ???????? ???? ??? ??????? ???? ?????????","1"
"176","rt safarafov bazelazevski ???? ????? ??? ??????? ??? ?? ????? ?????? ? ????? ?? ?? ?? ?????? ??????? ?? ?????? ?? ???????? ????","-1"
"177","rt ??????? ???? ?? ????? ??????? ??? ?? ???? ????????? ? ???? ??????? ???? ? ???????? ?????????? ????????? ??? ? ???? ??? ? ?","1"
"178","?????? ?????? ?? ?????? ??? ??? ????? ?? ?? ?? ????????? ?? ?? ???? ?? ?? ????????","1"
"179","?? ?? ????? ? ?????","1"
"180","vitanovaaaa ????? ?? ????? ???? ??????? ?? ?? ? ???? ???? ?? ??????? ?? ???? ???","1"
"181","????? ????? ?????? ??? ??????????? ???????????? ?? ????????????? ?? ??????? ? ????? ?? ???????? ??? ???????? ????????? ????????","-1"
"182","???? ? ????????? ???? ?? ??????????? ????????? ?? ????????? ? ?????????????? ????? ????????????? ? ?????????? ?? ??????","-1"
"183","????????????? ?? ????? ???? ???? ?? ???? ??? ?????? ??? ?? ????? ?????? ? ???? ???? ??? ????? ??? ?? ??????? ??? ???????? ????????","-1"
"184","????? ??? ????? ????????? ????????? ???? ????? ?????? http t co","1"
"185","???? ?? ?? ??????? ????? ?? ?? ?????? ? ????? ? ?? ? ???????? ???? ?? ???? ???? ?? ?? ?? ?????? ? ????? ?? ??????? ?? ???????","-1"
"186","???? ???????? ?? ????????? ?? ???? ????? ?????????? ??????? ??? ????? ?? ??????? ?????","1"
"187","???????? ???????? ???? ??? ?? ??????? ?????? ??????? ?? ????? ?? ???????? ????????? telegraf mk telegraf mk stil moda via telegrafmk","1"
"188","????? ?? ????? ???????????? ??????? ????? ?? ?? ????? ?? ?? ?????? ? ????????","-1"
"189","rt ?? ????? ?? ????? ??? ??????? ?? ?? ??? ?? ?? ????? ?????????","-1"
"190","vanpeppen ??????? ?? ???? ???????? ???????","-1"
"191","??? ??? ? ?? ??????? ?? ?????? ?? ???????? fb me","1"
"192","mmitevska ? ???????? ? ?? ???? ??? ??????","1"
"193","androidmkd ???? ? ????? ??????? ? ???????????","-1"
"194","rubinbt ????? ? ??? ?? ?? ? ??????? ?? ???? ?? ??????","1"
"195","rt ansarovf ??????????? ?? ??????? ?? ??? ?????? ?? ???? ?? ???????? ?? ???????","-1"
"196","? ??? ????????? ? ??? ?? ??? ???? ?? ?????? ?? ?? ???? ??? ?????? ??? ????? ? ?????? ???? ???????? ?? ???????","-1"
"197","????? ? ????? ?? ????????? ?? ?????? ???? ? ???? ?? ????????????????? ??? ?? ?????????? ? ?? ???? ? ??????? ??????? ???????????a??","-1"
"198","??? ?? ?? ??????? ?? ?????? ????????????? ?? ??????? ??? ??????? ?? ????????","-1"
"199","?? ?? ????? ???? ?????? ??????????","-1"
"200","???????? ???? ?????? ???? ?????? ?????? ???? ?????? ????? ????????","-1"
"201","??o ?a ????a? ?? ?? ?????? ?o?a?a ? ?? ?? ?a??? ?? ????a ??????? ?? ?? ?? ????a?","-1"
"202","drizzymon stonogalka jovanowsky ellenadsk ????? ????? ?? ???? ??? ?? ???","-1"
"203","??? ????? ???? ????? ?? ?? ?? ?????","-1"
"204","rt lookkeen ?? ??????????? ?? ????? ? ?? ?????? ??????? ?? ???? ??? ?? ?? ???? ????? ?????","1"
"205","????? ?? ???? ????a??? ??? ?? ? ????? fb me","1"
"206","helicobacterr ??? ?? ????? ?????????? ?????????? ?? ?? ????????? ??? ???? ????? zimskib zorbital","-1"
"207","?? ?? ??????????? ?? ?? ????? ?? ?????","-1"
"208","??????? ?? ?????? ?????????? ?????????? ?? ???? ????? ???????? ????????? plusinfo mk mislenje ma","1"
"209","??? ????? ???? ?????????? ??????? ?? ??????? ???? ??? ???? ???? ?? ?? ???? ???? ??? ?? ???","-1"
"210","?? ?? ????? ?? ?????? ??????? ??? ??????? ? ????? ??? ??? ??????? ?? ???? ?? ??????? ??????? ?????? ??????? ?????????","-1"
"211","??? ??? ???? ???? ???????? ???? ?????","-1"
"212","????? ?? ?? ???????? ??? ????????","-1"
"213","rt thetetka ?? ?????????? ?????? ????? ????? ????? ????? ??????? ??????? ?????????????????","-1"
"214","rt pajopator ????? ? ????? ???? ?? ?? ????? ???? ???? ???? ????????? ?????","1"
"215","??? ???? ???????? ????????? ????? ????? ???? ??????","-1"
"216","???? ?? ??????? ??? ? ?? ???????? ?? ????? ???? ???? ?? ???? ? ?????? ? ????? ?? ????","-1"
"217","acetototo ?????? ?? ?? ?? ??????? ???","-1"
"218","rt ?????????? ???? ?? ??????? ?? ????? ??? ??? ??? ?? ?????? ??????","-1"
"219","mindplumber cudesnata ?? ?? ??? ??????? ?????","-1"
"220","missdimoski ????? ???? ? ???????","1"
"221","rt ref ???? ?? ? ????? ??? ?? ??? ??? ????? ?? ?? ???????? ???? ??? ???????? ????? ?? ???? ?????? ? ??????? ? ????? ???? ?? ???? ???? ??","-1"
"222","?? ?? ???? ?????????? ???? ??? ???????? ?? ????? ??????? ?? ?? ???????? ???????","-1"
"223","??? ??? ?? ??????? ?? ? ???? ?? ?? ? ??????? ???????? ????? ?","-1"
"224","????????? ?? ??? ?? ?? ?? ???? ??????? ???????","-1"
"225","zenskiprikazni ????? ???? ??????? ???? ???? ???","1"
"226","dackua ? ????? ?? ?? ????? ?? ????????","-1"
"227","? awn of the planet of the apes ?o ???a ?a ?o??a ?????a ?????? ???? ??? ?a? ??? ???? ? ?? ?o?a? ?a ?a??a?","-1"
"228","??? ?? ?????? ?? ?? ???? ?? ?? ???????? ?? ???? ????????????","-1"
"229","???? ????? ?????? ?? ????? ???? ???????? ????? ????","1"
"230","rt skraci ?? ?? ? ????? ????????? ?? ?????? awkward ??? ?????? ??? ?? ? ?????","-1"
"231","ilinabookbox ???????? ???? ?? ?? ????? ??? ???? ???????????? ??? ?????? ???????? ????? ?????? ?????????","1"
"232","arhangel vina nevina youtu be ????????? ????? ?????? ?? ?????????","1"
"233","rt zamislena ?????????????? ?? ???????? ?? ?????? ??? ???? ?? ???????? ?? ?? ?? ? ?? ??? ?????? ????? ?? ???? ??? ????? ????","-1"
"234","???? ????? ??? ????? ???? ????","-1"
"235","?????? ???? ????? ??? ???????","-1"
"236","???? ??? ?? ????????? ? ????? ?? ???? ?????","1"
"237","????? ?? ?? ??????","-1"
"238","??? ?? ?? ?? ????????? ????? ???? ?? ???","-1"
"239","????? ?? ? ??? ?????? ???? ?? ???????? ??????? ??? ?????? ???? ?????? ?? ????? ? ?? ??????","1"
"240","? ?? ?? ?? ???? ??????? tocka com mk surov","-1"
"241","?o????? ??? ?a ??? ?a ?? ?? ?o??","-1"
"242","????? ???????? ?????? ???? ????? ? ?? ?????? ??? ????? ???? dnevnik mk itemid","1"
"243","?? ????? ?????? ???? ???? ???????? ??????????????? ?? ???????","-1"
"244","???? ?? ???? ????? ??","-1"
"245","lazejanev nadebadeva ?? ?????? ?? ???? ???? ??? ? ????? ??????","1"
"246","rt elcezelce ?? ???? ????? ????? ??????? ?? ?????? ???? ???? ?????? ?????? ????? ????? ?? ? ?? ?????? ?????? ?? ?????? ???? ???? ?","-1"
"247","sokarovski ???? ???","1"
"248","???? ???? ???? ???????","-1"
"249","??????? ?? ??????? ????? ???? ??? ?????? ?? ??? ????? ?????????? ? ????????? ?? ?????????? ????????? ???????","-1"
"250","?????????? ?????? ?? majaska ?? ?? ?? ???? ?? ????? ?? ?????? ?????????????? ???? ???? ? ?????? ???","-1"
"251","rt blagajnikot ??? ?? ?? ????????? ??????????? ?? ?? ??? ? ?? ?? ?? ? ????? ???? ??? ??????? ???? ??? ? ??????? ????? ?????? ?? ?? ?","-1"
"252","arsovam ?? ??? ? ????? ??? ?? ??????????? ??? ?? ????? ?????? d","1"
"253","zenskiprikazni ??? ??? ?? ?? ? ?????? ?? ???????? ?? ????? ? ???????? ?? ?? ????? ? ????????? ??????? ?? ??????? ???????? ???","-1"
"254","katttp ???? ? ??????? ??????? ????? ?? ??????? ????? ? ?????? ? ???????? ? ???? ?????????? ? ? ??????????? mindplumber lazejanev","1"
"255","??? ? ????????? ??? ????? ?????? ?????? ??????? ??????? ?????? ??? ? sex pistols ?? ?????????? ??????? ???????? ? ? ?","-1"
"256","rt dackua ???? ?? ???? ?? ? ??????? ?? ???? ?? ????","-1"
"257","???????? ??????? ????? ?? ????? ????? ? ??? ?? ??? ?? ????????? ??? ?? ?? ????? ?? ?? ??? ?? ??????? ??????? ????? ?????","-1"
"258","?? ? ?????? ????? ?? ?? ?????? ???? ? ????????????? ?? ????? ????? ??? ??? ?? ??? ? ???? ?? ?? ????????? ????? ????? ?? ????? ?????","-1"
"259","rt mikimladenov ? ??? ?? ????? ?? ?? ????????? ???????? ??????????? ??","-1"
"260","ribaro ?? ?? ????? ?? ?????? ???? ???? ?? ? ???? ??? ???? ? ???????? ?????? ???? ?????? ?? ????? ???? ? ??????","-1"
"261","???? ?? ? ????? ?????????","1"
"262","?? ???? ??????? ?? ? ?????? ?? ????","-1"
"263","????? ??????? ?? sdsmakedonija ?? ????????? ? ???? ??? ????? ???????????? ?? ???? ????? ???? ??? ??????? ?? ?? ???? ? ? ? ????????","-1"
"264","??? ?? ??????? ????? ??? ? ?????? ???? ??????","1"
"265","???? ?? ???????","-1"
"266","????????? simonalazareva ??? ?? ??????? ?? ???? ????????? ???? ?? ???? ?? ??????","-1"
"267","?? ???? ????????? ? ????????? ?? ????? ???????? ??????? ? ????? ?????? ??????? ?? ?????? ???????? http t co","1"
"268","???? ???? ????? ???? ?","-1"
"269","????? ???????? ?? ?? ?????????? ? ?? ??? ????? ??? ??? ??????","-1"
"270","rt lillyreallyy ??? ?? ?? ????? ???? ???? ?? ??????","-1"
"271","??????????? ???? ?? ?????? ?? ?????? ????? ????? ????? ?? ??????? ??? ???? ????? ???? ????? ??? ?? ???? ??? ????? ?","-1"
"272","?? ?? ????? ???? ???? ?? ??? ?????? ???? ?? ????? ??? ??? ????? ?? ? ???? ? ??? ??? ?? ?? ???? ???????? ? ??? ?? ???????","1"
"273","?? ????? ???????? ?? ???? ???? ??? ?????? ????","1"
"274","???? ?? ? ????? ?? ?????? ?? ????? ??? ???? ?? ?? ???????","1"
"275","rt shushmula ???? ??????? ???? ?? ????????? ????? ?????? ?? ???? ???????","-1"
"276","??????????? ????? ?????? ?? ???? ?? ?? ?? ????? ?? ??? ?? ????? ?????","-1"
